uid,titles,genre,aired,episodes,members,popularity,ranked,score,url
54362,"['Hametsu no Oukoku', 'はめつのおうこく', 'The Kingdoms of Ruin']","['Action', 'Drama', 'Fantasy', 'Sci-Fi']",2023-10-07 - 2023-12-23,12,196268,1265,8537,6.22,https://myanimelist.net/anime/54362/Hametsu_no_Oukoku
54396,"['Tsumurin: Korokoro Yamu no Daibouken', 'つむりん\u3000ころころやまのだいぼうけん', 'Tsumurin: Adventure of the Korokoro Mountain']",['Adventure'],2020-07-16 - 2020-09-01,2,108,23264,14540,,https://myanimelist.net/anime/54396/Tsumurin__Korokoro_Yamu_no_Daibouken
54402,"['Qiaohu Tansuo Qimiao Shijie', 'Shimajirou Explores the Wonderful World', '巧虎探索奇妙世界', 'Shimajiro 3D']","['Adventure', 'Comedy', 'Fantasy']",2020-03-28 - 2020-01-01,40,114,22970,20660,,https://myanimelist.net/anime/54402/Qiaohu_Tansuo_Qimiao_Shijie
54403,"['Qiaohu Tansuo Qimiao Shijie 2nd Season', 'Shimajirou Explores the Wonderful World 2nd Season', '巧虎探索奇妙世界 第二季']","['Adventure', 'Comedy', 'Fantasy']",2021-01-23 - 2021-01-01,15,107,23296,18153,,https://myanimelist.net/anime/54403/Qiaohu_Tansuo_Qimiao_Shijie_2nd_Season
54404,"['Qiaohu Tansuo Qimiao Shijie 3rd Season', 'Shimajirou Explores the Wonderful World 3rd Season', '巧虎探索奇妙世界 第三季']","['Adventure', 'Comedy', 'Fantasy']",2021-09-01 - 2022-01-01,20,104,23453,20662,,https://myanimelist.net/anime/54404/Qiaohu_Tansuo_Qimiao_Shijie_3rd_Season
54431,"['Toaru Ossan no VRMMO Katsudouki', ""A Certain Middle-Aged Man's VRMMO Activity Log"", 'とあるおっさんのVRMMO活動記', ""A Playthrough of a Certain Dude's VRMMO Life""]","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-10-03 - 2023-12-19,12,83016,2423,7568,6.39,https://myanimelist.net/anime/54431/Toaru_Ossan_no_VRMMO_Katsudouki
54434,"['Chan Chiho Challenge Channel', 'Chanchiho Challenge Channel', 'チャンチホチャレンジチャンネル']",['Comedy'],2023-02-10 - Present,,328,18667,16639,,https://myanimelist.net/anime/54434/Chan_Chiho_Challenge_Channel
54437,"['Lian Qi Shi Wan Nian', '炼气十万年', 'One Hundred Thousand Years of Qi Refining']","['Action', 'Adventure', 'Fantasy']",2023-02-18 - Present,260,2038,11572,2725,7.31,https://myanimelist.net/anime/54437/Lian_Qi_Shi_Wan_Nian
54444,"['Fanren Xiu Xian Chuan: Chongzhi Ban', ""A Record of a Mortal's Journey to Immortality Remastered Edition"", 'Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Chongzhi Ban', '凡人修仙传 重制版']","['Action', 'Adventure', 'Fantasy']",2023-02-05 - 2023-06-18,21,951,14090,1904,7.5,https://myanimelist.net/anime/54444/Fanren_Xiu_Xian_Chuan__Chongzhi_Ban
54449,"['Ishura', '異修羅', 'Ishura']","['Action', 'Adventure', 'Fantasy']",2024-01-03 - 2024-03-20,12,95476,2232,6197,6.63,https://myanimelist.net/anime/54449/Ishura
54492,"['Kusuriya no Hitorigoto', ""The Pharmacist's Monologue"", 'Drugstore Soliloquy', '薬屋のひとりごと', 'The Apothecary Diaries']","['Drama', 'Mystery']",2023-10-22 - 2024-03-24,24,483200,481,23,8.89,https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto
54495,"['Kyoukai Senki: Kyokkou no Souki', '境界戦機 極鋼ノ装鬼', 'AMAIM: Warrior at the Borderline UltraSteel Ogre-Gear']","['Action', 'Sci-Fi']",2023-08-10 - 2023-10-19,6,3777,9607,10756,5.78,https://myanimelist.net/anime/54495/Kyoukai_Senki__Kyokkou_no_Souki
54535,"[""Kuromi's Pretty Journey"", 'KUROMI’S PRETTY JOURNEY']","['Comedy', 'Fantasy']",2023-02-17 - 2023-03-31,21,2212,11318,6449,6.58,https://myanimelist.net/anime/54535/Kuromis_Pretty_Journey
54545,['Goodme: Citron Tea'],['Avant Garde'],2023-02-14 - Present,1,214,20683,17681,,https://myanimelist.net/anime/54545/Goodme__Citron_Tea
54558,"['Spicy Candy', '辣糖甜心', 'La Tang Tianxin', 'スパイシーキャンディ']",[],2022-12-03 - Present,,202,20867,14103,,https://myanimelist.net/anime/54558/Spicy_Candy
54595,"['Kage no Jitsuryokusha ni Naritakute! 2nd Season', 'Shadow Garden 2nd Season', '陰の実力者になりたくて！ 2nd Season', 'The Eminence in Shadow Season 2']","['Action', 'Comedy', 'Fantasy']",2023-10-04 - 2023-12-20,12,407974,587,242,8.33,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season
54616,"['Potion-danomi de Ikinobimasu!', 'Poukin', 'ポーション頼みで生き延びます!', 'I Shall Survive Using Potions!']","['Adventure', 'Fantasy']",2023-10-08 - 2023-12-24,12,48026,3293,6713,6.54,https://myanimelist.net/anime/54616/Potion-danomi_de_Ikinobimasu
54617,"['Kyuujitsu no Warumono-san', '休日のわるものさん', ""Mr. Villain's Day Off""]","['Fantasy', 'Slice of Life']",2024-01-08 - 2024-03-25,12,85241,2381,2988,7.26,https://myanimelist.net/anime/54617/Kyuujitsu_no_Warumono-san
54630,"['Bosanimal', 'ぼさにまる']",[],2023-04-03 - 2023-09-14,96,1122,13515,8915,6.15,https://myanimelist.net/anime/54630/Bosanimal
54631,"['Dan Dao Zongshi', 'Alchemy Master', 'Grandmaster Of Alchemy', '丹道宗师']","['Action', 'Fantasy']",2023-02-27 - 2023-07-03,40,950,14090,6921,6.5,https://myanimelist.net/anime/54631/Dan_Dao_Zongshi
54632,"['Gekai Elise', 'Oegwauisa Elise', '외과의사 엘리제', 'Surgeon Elise', 'Doctor Elise: Queen with a Scalpel', '外科医エリーゼ', 'Doctor Elise: The Royal Lady with the Lamp']","['Fantasy', 'Romance']",2024-01-10 - 2024-03-27,12,89962,2314,3069,7.24,https://myanimelist.net/anime/54632/Gekai_Elise
54638,"['Kawagoe Boys Sing', '川越ボーイズ・シング', 'Kawagoe Boys Sing -Now or Never-']",['Slice of Life'],2023-10-09 - 2024-01-15,12,7049,7601,11265,5.67,https://myanimelist.net/anime/54638/Kawagoe_Boys_Sing
54644,"['Chibi Godzilla no Gyakushuu', 'ちびゴジラの逆襲', 'Chibi Godzilla Raids Again']",['Fantasy'],2023-04-01 - 2023-06-24,13,1042,13774,5266,6.79,https://myanimelist.net/anime/54644/Chibi_Godzilla_no_Gyakushuu
54648,"['Fangkemeng: Bu Yuan Zhi Dao de Fangxing Baokemeng?!', 'Pokexel: Square-shaped Pokemon From a Non-round Island?!', 'Marujanai Shima no Shikaku na Pokémon!?', '方可梦：不圆之岛的方形宝可梦?!', 'Cube-Shaped Pokémon on Cubie Island?!']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-02-28 - 2023-09-30,5,563,16022,9307,6.08,https://myanimelist.net/anime/54648/Fangkemeng__Bu_Yuan_Zhi_Dao_de_Fangxing_Baokemeng
54667,"['Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi', 'むかしばなしのおへや\u3000〜伝えたい日本昔話〜']",['Fantasy'],2020-06-14 - Present,,159,21681,19907,,https://myanimelist.net/anime/54667/Mukashibanashi_no_Oheya__Tsutaetai_Nihon_Mukashibanashi
54668,"['A Cappella Samurai: Harmony-tai wa Edo wo Sukuu', 'アカペラ侍～ハモリ隊は江戸を救う～']",['Comedy'],2022-06-30 - 2023-03-30,8,145,22021,18597,,https://myanimelist.net/anime/54668/A_Cappella_Samurai__Harmony-tai_wa_Edo_wo_Sukuu
54683,"['Saikyou Onmyouji Mini', 'Saikyou Onmyouji no Isekai Tenseiki Mini', '最強陰陽師の異世界転生記みに', '最強陰陽師みに']",['Comedy'],2022-12-26 - 2023-03-28,18,977,14007,11502,5.61,https://myanimelist.net/anime/54683/Saikyou_Onmyouji_Mini
54684,"['Soushoku Dragon Chokotto', 'Yowai 5000-nen no Soushoku Dragon', 'Iwarenaki Jaryuu Nintei Chokotto', '齢5000年の草食ドラゴン、いわれなき邪竜認定 ちょこっと', '草食ドラゴン ちょこっと']","['Adventure', 'Comedy', 'Fantasy']",2023-01-10 - 2023-03-25,12,310,18976,14086,,https://myanimelist.net/anime/54684/Soushoku_Dragon_Chokotto
54692,"['Shitasaki kara Koi', '舌先から恋']","['Boys Love', 'Comedy']",2023-03-10 - 2023-03-24,3,799,14695,11343,5.65,https://myanimelist.net/anime/54692/Shitasaki_kara_Koi
54714,"['Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo', 'Hyakkano', '君のことが大大大大大好きな100人の彼女', 'The 100 Girlfriends Who Really, Really, Really, Really, Really Love You']","['Comedy', 'Romance']",2023-10-08 - 2023-12-24,12,241942,1039,1092,7.76,https://myanimelist.net/anime/54714/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo
54716,"[""Kibou no Chikara: Otona Precure '23"", ""キボウノチカラ～オトナプリキュア'23～"", 'Power of Hope ~Precure Full Bloom~']","['Action', 'Fantasy']",2023-10-07 - 2023-12-23,12,8598,7035,6115,6.64,https://myanimelist.net/anime/54716/Kibou_no_Chikara__Otona_Precure_23
54717,"['Mahoutsukai Precure!! Mirai Days', 'Maho Girls Precure!! Mirai Days', '魔法つかいプリキュア！！～MIRAI DAYS～', 'Witchy Pretty Cure! Season 2']","['Action', 'Fantasy']",2025-01-12 - Present,,2263,11249,,,https://myanimelist.net/anime/54717/Mahoutsukai_Precure_Mirai_Days
54718,"['Petit Cool Doji Danshi no Hitokoma', 'ぷちクールドジ男子のひとコマ']",['Slice of Life'],2023-03-21 - 2023-03-28,2,3311,10004,8023,6.31,https://myanimelist.net/anime/54718/Petit_Cool_Doji_Danshi_no_Hitokoma
54722,"['Mahou Shoujo ni Akogarete', 'Mahoako', 'Looking up to Magical Girls', 'I Admire Magical Girls', 'and...', '魔法少女にあこがれて', 'Gushing over Magical Girls']","['Action', 'Comedy', 'Fantasy', 'Girls Love', 'Ecchi']",2024-01-03 - 2024-03-27,13,158390,1531,1395,7.65,https://myanimelist.net/anime/54722/Mahou_Shoujo_ni_Akogarete
54724,"['Nige Jouzu no Wakagimi', 'Nigewaka', '逃げ上手の若君', 'The Elusive Samurai']","['Adventure', 'Comedy']",2024-07-06 - 2024-09-28,12,132281,1766,837,7.88,https://myanimelist.net/anime/54724/Nige_Jouzu_no_Wakagimi
54726,"['Tsuma, Shougakusei ni Naru.', 'If My Wife Becomes an Elementary School Student.', '妻、小学生になる。', 'TsumaSho']","['Comedy', 'Romance']",2024-10-06 - Present,,22294,4798,,,https://myanimelist.net/anime/54726/Tsuma_Shougakusei_ni_Naru
54730,"['Kinnikuman: Kanpeki Chоujin Shiso-hen', 'Muscleman', 'Musculman', 'キン肉マン 完璧超人始祖編', 'Kinnikuman: Perfect Origin Arc']","['Comedy', 'Sports']",2024-07-14 - 2024-09-22,11,6906,7659,4976,6.85,https://myanimelist.net/anime/54730/Kinnikuman__Kanpeki_Chоujin_Shiso-hen
54736,"['Wulin Buer Zhoukan', '武林不二周刊', 'The Martial Weekly']","['Action', 'Comedy', 'Fantasy']",2023-04-10 - 2023-06-26,24,568,15962,14918,,https://myanimelist.net/anime/54736/Wulin_Buer_Zhoukan
54737,"['Bai Lian Feisheng Lu', '百炼飞升录', 'Hundred Refining Soaring Record']","['Action', 'Adventure', 'Fantasy']",2023-03-24 - 2023-10-06,60,831,14545,5927,6.67,https://myanimelist.net/anime/54737/Bai_Lian_Feisheng_Lu
54738,"['Majutsushi Orphen Hagure Tabi: Seiiki-hen', 'Majutsushi Orphen Hagure Tabi 4th Season', 'Sorcerous Stabber Orphen 4th Season', '魔術士オーフェンはぐれ旅 聖域編', ""Sorcerous Stabber Orphen -Doom of Dragon's Sanctuary-""]","['Action', 'Adventure', 'Drama', 'Fantasy']",2023-04-12 - 2023-06-28,12,11498,6227,9289,6.08,https://myanimelist.net/anime/54738/Majutsushi_Orphen_Hagure_Tabi__Seiiki-hen
54743,"['Dead Mount Death Play Part 2', 'Dead Mount Death Play 2nd Season', 'デッドマウント・デスプレイ']","['Action', 'Fantasy']",2023-10-10 - 2023-12-26,12,121830,1882,2057,7.46,https://myanimelist.net/anime/54743/Dead_Mount_Death_Play_Part_2
54744,"['Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san', 'Roshidere', 'Alya-san', 'who sits besides me and sometimes murmurs affectionately in Russian.', 'Arya Next Door Sometimes Lapses into Russian', '時々ボソッとロシア語でデレる隣のアーリャさん', 'Alya Sometimes Hides Her Feelings in Russian']","['Comedy', 'Romance']",2024-07-03 - 2024-09-18,12,325713,769,1266,7.7,https://myanimelist.net/anime/54744/Tokidoki_Bosotto_Russia-go_de_Dereru_Tonari_no_Alya-san
54746,"['Terrarium Adventure', '테라리움 어드벤처', 'Terrarium Adventure']",['Fantasy'],2023-05-31 - 2023-06-02,3,382,17974,14336,,https://myanimelist.net/anime/54746/Terrarium_Adventure
54750,"['Niji no Shoujo-tai Prism Knights', '虹の少女隊プリズムナイツ']","['Action', 'Fantasy']",1997-02-28 - 1998-02-27,3,119,22799,20090,,https://myanimelist.net/anime/54750/Niji_no_Shoujo-tai_Prism_Knights
54754,"['Hikari no Ou 2nd Season', '火狩りの王 第2シーズン', 'The Fire Hunter Season 2']","['Adventure', 'Drama', 'Fantasy']",2024-01-14 - 2024-03-17,10,12385,6052,10309,5.88,https://myanimelist.net/anime/54754/Hikari_no_Ou_2nd_Season
54757,"['3-nen Z-gumi Ginpachi-sensei', '3年Z組銀八先生']",['Comedy'],2025-01-01 - Present,,16944,5353,,,https://myanimelist.net/anime/54757/3-nen_Z-gumi_Ginpachi-sensei
54758,"['The iDOLM@STER Shiny Colors', 'アイドルマスター シャイニーカラーズ', 'The iDOLM@STER Shiny Colors']",['Slice of Life'],2024-04-06 - 2024-06-22,12,9235,6831,9152,6.11,https://myanimelist.net/anime/54758/The_iDOLMSTER_Shiny_Colors
54760,"['Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega', 'ライザのアトリエ ~常闇の女王と秘密の隠れ家~', 'Atelier Ryza: Ever Darkness & the Secret Hideout The Animation']","['Adventure', 'Fantasy']",2023-07-02 - 2023-09-17,12,70693,2674,7450,6.42,https://myanimelist.net/anime/54760/Ryza_no_Atelier__Tokoyami_no_Joou_to_Himitsu_no_Kakurega
54762,"['Duel Masters Win: Duel Wars-hen', 'デュエル・マスターズ WIN 決闘学園（デュエル・ウォーズ）編']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-04-02 - 2024-03-31,49,605,15715,19934,,https://myanimelist.net/anime/54762/Duel_Masters_Win__Duel_Wars-hen
54772,"['Ququ Bucai, Zaixia Yeguai', '怎么办! 我穿越成了最弱小野怪', 'Zenmeban! Wo Chuanyue Cheng Le Zui Ruoxiao Ye Guai', 'What Do I Do?! I Have Transmigrated Into the Weakest Little Monster', '区区不才，在下野怪', 'Monster But Wild']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2023-04-16 - 2023-06-25,12,8414,7103,4923,6.86,https://myanimelist.net/anime/54772/Ququ_Bucai_Zaixia_Yeguai
54773,"['Nushen You Dian Ling', '我的灵异女友', 'Oh! Juyesuyeo', '오!주예수여', '女神有点灵', 'Oh! My goddess!']","['Romance', 'Supernatural']",2023-04-24 - 2023-08-14,18,488,16636,20192,,https://myanimelist.net/anime/54773/Nushen_You_Dian_Ling
54779,"['Pi Zhe Lang Pi De Yang', '披着狼皮的羊', ""A Sheep In Wolf's Clothing""]","['Adventure', 'Comedy', 'Fantasy', 'Romance']",2023-04-18 - 2023-07-25,16,529,16304,17941,,https://myanimelist.net/anime/54779/Pi_Zhe_Lang_Pi_De_Yang
54780,"['Gidalilge', '기다릴게', 'Wait for You']",[],2023-03-12 - 2023-03-18,2,170,21468,,,https://myanimelist.net/anime/54780/Gidalilge
54781,"['YouTuNya', 'ユーチューニャー']",['Comedy'],2023-04-04 - 2023-07-11,15,714,15056,11001,5.73,https://myanimelist.net/anime/54781/YouTuNya
54782,"['Bio Sekai Meisaku Gekijou', 'Bio Sekai Meisaku Gekijou: Fushigi no Mura no Leon', 'バイオ世界名作劇場', 'Resident Evil Masterpiece Theater']","['Comedy', 'Horror']",2023-03-19 - 2023-03-24,3,1167,13367,5395,6.77,https://myanimelist.net/anime/54782/Bio_Sekai_Meisaku_Gekijou
54783,"['Kodomo datta Tsurai yo', 'My Boyhood', 'こどもだってつらいよ', 'KodoTsura']",['Slice of Life'],2019-07-02 - Present,,102,23487,18936,,https://myanimelist.net/anime/54783/Kodomo_datta_Tsurai_yo
54789,"['Boku no Hero Academia 7th Season', 'My Hero Academia 7', '僕のヒーローアカデミア 第7期', 'My Hero Academia Season 7']",['Action'],2024-05-04 - Present,21,308723,815,781,7.91,https://myanimelist.net/anime/54789/Boku_no_Hero_Academia_7th_Season
54790,"['Undead Girl Murder Farce', 'アンデッドガール・マーダーファルス', 'Undead Murder Farce']","['Fantasy', 'Mystery']",2023-07-06 - 2023-09-28,13,157582,1540,870,7.87,https://myanimelist.net/anime/54790/Undead_Girl_Murder_Farce
54794,"['Metallic Rouge', 'メタリックルージュ', 'Metallic Rouge']","['Action', 'Sci-Fi']",2024-01-11 - 2024-04-04,13,101995,2133,8600,6.21,https://myanimelist.net/anime/54794/Metallic_Rouge
54798,"['Kamierabi', 'カミエラビ GOD.app', 'KamiErabi GOD.app']","['Action', 'Suspense']",2023-10-05 - 2023-12-21,12,25416,4537,10741,5.79,https://myanimelist.net/anime/54798/Kamierabi
54803,"['Captain Tsubasa Season 2: Junior Youth-hen', 'キャプテン翼シーズン2 ジュニアユース編', 'Captain Tsubasa: Junior Youth Arc']",['Sports'],2023-10-01 - 2024-06-30,39,14322,5712,2187,7.42,https://myanimelist.net/anime/54803/Captain_Tsubasa_Season_2__Junior_Youth-hen
54804,"['Train Heroes Honjitsu mo Spin Out!', 'トレインヒーロー 本日もスピン・アウト！']",['Comedy'],2014-09-03 - 2014-09-17,10,90,24287,14527,,https://myanimelist.net/anime/54804/Train_Heroes_Honjitsu_mo_Spin_Out
54806,"['Nonty', 'ノンティ']",['Comedy'],2015-03-01 - 2015-08-17,33,75,25359,20163,,https://myanimelist.net/anime/54806/Nonty
54807,"['Oji Zou-san', 'おじゾウさん']",['Comedy'],2015-06-29 - 2016-03-14,38,70,25777,20241,,https://myanimelist.net/anime/54807/Oji_Zou-san
54829,"['Urusei Yatsura (2022) 2nd Season', 'Urusei Yatsura Season 2', 'うる星やつら第2期']","['Comedy', 'Romance', 'Sci-Fi']",2024-01-12 - 2024-06-21,23,47105,3325,875,7.86,https://myanimelist.net/anime/54829/Urusei_Yatsura_2022_2nd_Season
54835,"['Kono Sekai wa Fukanzen Sugiru', 'Konofuka', 'この世界は不完全すぎる', 'Quality Assurance in Another World']","['Adventure', 'Fantasy']",2024-07-06 - 2024-09-28,13,39500,3675,6606,6.55,https://myanimelist.net/anime/54835/Kono_Sekai_wa_Fukanzen_Sugiru
54837,"['Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen', '悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～', ""Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord""]",['Fantasy'],2024-01-09 - 2024-03-26,12,157565,1540,3698,7.12,https://myanimelist.net/anime/54837/Akuyaku_Reijou_Level_99__Watashi_wa_Ura-Boss_desu_ga_Maou_dewa_Arimasen
54839,"['Yoru no Kurage wa Oyogenai', 'Yorukura', '夜のクラゲは泳げない', ""Jellyfish Can't Swim in the Night""]",['Drama'],2024-04-07 - 2024-06-23,12,108020,2057,1003,7.8,https://myanimelist.net/anime/54839/Yoru_no_Kurage_wa_Oyogenai
54842,"['Sugar Apple Fairy Tale Part 2', 'シュガーアップル・フェアリーテイル']","['Adventure', 'Drama', 'Fantasy', 'Romance']",2023-07-07 - 2023-09-22,12,64197,2828,1414,7.64,https://myanimelist.net/anime/54842/Sugar_Apple_Fairy_Tale_Part_2
54846,"['Aishang Ta de Liyou', 'Lee Du-Na!', '이두나!', 'Shita no Kai ni wa Mio ga Iru', '下の階には澪がいる', '爱上她的理由', 'The Girl Downstairs']","['Drama', 'Romance']",2023-04-20 - 2023-06-29,22,34253,3930,851,7.87,https://myanimelist.net/anime/54846/Aishang_Ta_de_Liyou
54847,"['Ikimono-san', 'いきものさん']","['Avant Garde', 'Comedy']",2023-07-08 - 2023-09-30,12,1067,13682,10376,5.87,https://myanimelist.net/anime/54847/Ikimono-san
54848,"['Sakuretsu! Amabie-hime. Season 2', '炸裂！あまびえ姫。 Season 2']",['Comedy'],2023-04-09 - 2023-06-24,12,329,18685,20961,,https://myanimelist.net/anime/54848/Sakuretsu_Amabie-hime_Season_2
54852,"['Kikansha no Mahou wa Tokubetsu desu', 'Gwihwanja-ui Mabeop-eun Teukbyeol-haeya Hamnida', '귀환자의 마법은 특별해야 합니다', '帰還者の魔法は特別です', ""A Returner's Magic Should Be Special""]","['Action', 'Fantasy']",2023-10-08 - 2023-12-24,12,140208,1684,3971,7.07,https://myanimelist.net/anime/54852/Kikansha_no_Mahou_wa_Tokubetsu_desu
54853,"['Maou 2099', 'Ken to Maou no Cyberpunk', 'The Lord Of Immortals Blooming in The Abyss F.E. 2099', '魔王2099', 'Demon Lord 2099']","['Action', 'Fantasy', 'Sci-Fi']",2024-10-13 - Present,,25519,4526,,,https://myanimelist.net/anime/54853/Maou_2099
54854,"['Shadowverse Flame: Seven Shadows-hen', 'シャドウバースF セブンシャドウズ編']",['Fantasy'],2023-07-08 - 2023-12-23,25,3014,10286,5279,6.79,https://myanimelist.net/anime/54854/Shadowverse_Flame__Seven_Shadows-hen
54855,"['Senpai wa Otokonoko', 'Otokonoko ga Kouhai ni Kokuhaku sareru Hanashi', 'My Crossdressing Senpai', 'Painoko', '先輩はおとこのこ', 'Senpai is an Otokonoko']","['Drama', 'Romance']",2024-07-05 - 2024-09-27,12,65141,2803,2533,7.34,https://myanimelist.net/anime/54855/Senpai_wa_Otokonoko
54856,"['Horimiya: Piece', 'ホリミヤ -piece-', 'Horimiya: The Missing Pieces']",['Romance'],2023-07-01 - 2023-09-23,13,354198,691,430,8.17,https://myanimelist.net/anime/54856/Horimiya__Piece
54857,"['Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season', 'Re: Life in a different world from zero 3rd Season', 'ReZero 3rd Season', 'Re:Zero - Starting Life in Another World 3', 'Re:ゼロから始める異世界生活', 'Re:ZERO -Starting Life in Another World- Season 3']","['Drama', 'Fantasy', 'Suspense']",2024-10-02 - Present,16,233458,1083,14,8.99,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season
